Time [ms],CPU usage [%],GC activity [%],Size [B],Used [B]
"10:04:18.066 PM, Apr 22, 2015",95.3,0.3,7150764032,4715194760
"10:04:19.066 PM, Apr 22, 2015",95.6,0.4,7172259840,3969287016
"10:04:20.066 PM, Apr 22, 2015",78.7,0,7172259840,5778118024
"10:04:21.067 PM, Apr 22, 2015",99.6,2,7173308416,5497703504
"10:04:22.067 PM, Apr 22, 2015",95.3,2.2,7173308416,5017902320
"10:04:23.067 PM, Apr 22, 2015",94.6,0.5,7147618304,4836203632
"10:04:24.067 PM, Apr 22, 2015",95.1,0.4,7173308416,4302227736
"10:04:25.067 PM, Apr 22, 2015",86,0,7173308416,5837457560
"10:04:26.067 PM, Apr 22, 2015",84.4,1.5,7173308416,5454465576
"10:04:27.067 PM, Apr 22, 2015",32.6,10.9,7325351936,892986104
"10:04:30.014 PM, Apr 22, 2015",0,0,7325351936,892986104
"10:04:30.015 PM, Apr 22, 2015",0,0,7325351936,892986104
"10:04:30.068 PM, Apr 22, 2015",100,0,7325351936,987475064
"10:04:31.068 PM, Apr 22, 2015",93.5,0,7308050432,944016832
"10:04:32.068 PM, Apr 22, 2015",95.8,0,7308050432,3281225512
"10:04:33.068 PM, Apr 22, 2015",95.1,0,7331119104,2617602296
"10:04:34.068 PM, Apr 22, 2015",78.4,0,7312244736,1679844048
"10:04:35.068 PM, Apr 22, 2015",95.4,1.8,7333740544,1616919280
"10:04:36.068 PM, Apr 22, 2015",94.9,1.9,7333740544,1146790144
"10:04:37.068 PM, Apr 22, 2015",95.4,0,7320633344,1052797944
"10:04:38.068 PM, Apr 22, 2015",96.3,0,7320633344,2957819704
"10:04:39.068 PM, Apr 22, 2015",77.2,0,7333740544,1899741800
"10:04:40.069 PM, Apr 22, 2015",90.8,2,7333740544,1660500912
"10:04:41.075 PM, Apr 22, 2015",96.3,2,7333740544,1214347592
"10:04:42.069 PM, Apr 22, 2015",95,0,7333740544,3624720144
"10:04:43.069 PM, Apr 22, 2015",95.4,0,7321681920,3304781856
"10:04:44.069 PM, Apr 22, 2015",95.3,0.1,7333740544,2535620536
"10:04:45.069 PM, Apr 22, 2015",79,1.4,7333740544,2015166792
"10:04:46.069 PM, Apr 22, 2015",95.1,2,7333740544,1633203528
"10:04:47.069 PM, Apr 22, 2015",95.3,0.1,7304904704,1540577952
"10:04:48.070 PM, Apr 22, 2015",95.9,0,7304904704,3793023416
"10:04:49.070 PM, Apr 22, 2015",100,0.1,7333740544,3022206552
"10:04:50.070 PM, Apr 22, 2015",73.1,0.7,7311720448,2005028704
"10:04:51.070 PM, Apr 22, 2015",93.2,1.9,7333740544,1998964048
"10:04:52.070 PM, Apr 22, 2015",93.3,0.8,7333740544,1750420440
"10:04:53.070 PM, Apr 22, 2015",95.3,0.1,7314866176,1594406024
"10:04:54.070 PM, Apr 22, 2015",96,0,7314866176,3545318440
"10:04:55.070 PM, Apr 22, 2015",75.7,0.3,7331643392,2315359368
"10:04:56.075 PM, Apr 22, 2015",83.7,1.8,7333740544,2006507296
"10:04:57.071 PM, Apr 22, 2015",96.3,2.1,7333740544,1698315432
"10:04:58.071 PM, Apr 22, 2015",100,0,7333740544,3909403072
"10:04:59.071 PM, Apr 22, 2015",95.9,0.1,7310147584,3641810464
"10:05:00.071 PM, Apr 22, 2015",95.9,0.1,7333740544,2957137168
"10:05:01.071 PM, Apr 22, 2015",74.6,1.4,7333740544,2195720840
"10:05:02.072 PM, Apr 22, 2015",94.5,2,7325876224,1858258280
"10:05:03.072 PM, Apr 22, 2015",94.3,0,7325876224,4278942496
"10:05:04.072 PM, Apr 22, 2015",95.8,0.2,7308050432,4043337640
"10:05:05.074 PM, Apr 22, 2015",96.1,0.2,7332691968,3472762496
"10:05:06.072 PM, Apr 22, 2015",76.6,0.2,7313817600,2589627432
"10:05:07.072 PM, Apr 22, 2015",94.2,1.8,7333740544,2492640528
"10:05:08.072 PM, Apr 22, 2015",98.6,2.2,7333740544,2017922600
"10:05:09.072 PM, Apr 22, 2015",92.9,0,7333740544,4336245904
"10:05:10.073 PM, Apr 22, 2015",98.4,0.2,7323779072,3780417472
"10:05:11.073 PM, Apr 22, 2015",83.2,0.2,7333740544,2746685800
"10:05:12.073 PM, Apr 22, 2015",87,1.8,7333740544,2440079432
"10:05:13.073 PM, Apr 22, 2015",95.7,1.9,7333740544,2179537784
"10:05:14.073 PM, Apr 22, 2015",95.2,0,7333740544,4414666512
"10:05:15.073 PM, Apr 22, 2015",94.9,0.2,7326400512,4096858072
"10:05:16.073 PM, Apr 22, 2015",95.3,0.3,7308574720,3290404040
"10:05:17.073 PM, Apr 22, 2015",79.2,1.5,7333740544,2632697632
"10:05:18.073 PM, Apr 22, 2015",97.4,2.1,7327449088,2341202120
"10:05:19.074 PM, Apr 22, 2015",92.5,0,7327449088,4780612088
"10:05:20.074 PM, Apr 22, 2015",92.8,0.3,7311720448,4489106256
"10:05:21.074 PM, Apr 22, 2015",95.5,0.2,7333740544,3815985072
"10:05:22.074 PM, Apr 22, 2015",79,0.9,7333740544,2923728800
"10:05:23.074 PM, Apr 22, 2015",100,2.3,7333740544,2502653464
"10:05:24.074 PM, Apr 22, 2015",96.4,0,7333740544,4886488464
"10:05:25.074 PM, Apr 22, 2015",94.7,0.4,7323254784,4663799176
"10:05:26.074 PM, Apr 22, 2015",95,0.4,7333740544,4088975088
"10:05:27.075 PM, Apr 22, 2015",88.1,0.2,7313817600,3096203568
"10:05:28.075 PM, Apr 22, 2015",81.5,1.9,7333740544,2663465832
"10:05:29.075 PM, Apr 22, 2015",96.1,1.7,7333740544,2664063848
"10:05:30.075 PM, Apr 22, 2015",94.4,0,7333740544,4722793688
"10:05:31.075 PM, Apr 22, 2015",94,0.3,7311196160,4360517944
"10:05:32.075 PM, Apr 22, 2015",95.4,0.2,7333740544,3532943360
"10:05:33.075 PM, Apr 22, 2015",76.6,1.6,7333740544,2806892456
"10:05:34.075 PM, Apr 22, 2015",94.1,0,7333740544,5112526400
"10:05:35.075 PM, Apr 22, 2015",99.3,2.1,7333740544,4616925136
"10:05:36.076 PM, Apr 22, 2015",95.9,0.2,7308574720,4496001048
"10:05:37.076 PM, Apr 22, 2015",95,0.3,7333740544,3846569248
"10:05:38.076 PM, Apr 22, 2015",75.3,1,7333740544,2916786920
"10:05:39.076 PM, Apr 22, 2015",99.6,0,7333740544,5109740408
"10:05:40.076 PM, Apr 22, 2015",95.6,2.1,7333740544,4649237008
"10:05:41.076 PM, Apr 22, 2015",95.3,0.4,7319584768,4467579600
"10:05:42.076 PM, Apr 22, 2015",94.2,0.4,7328497664,4057351744
"10:05:43.076 PM, Apr 22, 2015",91,0.3,7313293312,3255693832
"10:05:44.076 PM, Apr 22, 2015",76,0,7313293312,5437982104
"10:05:45.076 PM, Apr 22, 2015",93.4,1.8,7333740544,5198876976
"10:05:46.077 PM, Apr 22, 2015",100,2.3,7333740544,4571764312
"10:05:47.077 PM, Apr 22, 2015",94.7,0.3,7322206208,4277179336
"10:05:48.077 PM, Apr 22, 2015",95.4,0.3,7333740544,3510824480
"10:05:49.077 PM, Apr 22, 2015",79.1,0,7333740544,5344126192
"10:05:50.077 PM, Apr 22, 2015",93.9,1.7,7333740544,5217470624
"10:05:51.078 PM, Apr 22, 2015",95.6,2.3,7333740544,4755541408
"10:05:52.079 PM, Apr 22, 2015",95.5,0.3,7309623296,4633159840
"10:05:53.078 PM, Apr 22, 2015",95.4,0.3,7333740544,4028777048
"10:05:54.078 PM, Apr 22, 2015",76,0,7333740544,5484236200
"10:05:55.078 PM, Apr 22, 2015",94.8,1.4,7333740544,5377040672
"10:05:56.078 PM, Apr 22, 2015",99,2.1,7326924800,4883948744
"10:05:57.079 PM, Apr 22, 2015",95,0.4,7316439040,4672905064
"10:05:58.079 PM, Apr 22, 2015",95.4,0.2,7313817600,4203046952
"10:05:59.079 PM, Apr 22, 2015",96.3,0,7313817600,5876728936
"10:06:00.079 PM, Apr 22, 2015",76.8,0.5,7315914752,5452244224
"10:06:01.079 PM, Apr 22, 2015",96,1.9,7333740544,5262342112
"10:06:02.079 PM, Apr 22, 2015",94,2.1,7333740544,4910812328
"10:06:03.079 PM, Apr 22, 2015",95.5,0.3,7310671872,4642603440
"10:06:04.079 PM, Apr 22, 2015",96.3,0.6,7333216256,3934326544
"10:06:05.079 PM, Apr 22, 2015",75.2,0,7333216256,5857157072
"10:06:06.079 PM, Apr 22, 2015",94.4,1.9,7333740544,5688868144
"10:06:07.080 PM, Apr 22, 2015",99.3,2.3,7333740544,5169336064
"10:06:08.080 PM, Apr 22, 2015",96,0.6,7308574720,5080802680
"10:06:09.080 PM, Apr 22, 2015",96.4,0.3,7333740544,4535006040
"10:06:10.080 PM, Apr 22, 2015",68.8,0,7333740544,5842632392
"10:06:11.080 PM, Apr 22, 2015",94.6,1.3,7333740544,5801132944
"10:06:12.080 PM, Apr 22, 2015",94.7,2.3,7327973376,5338497440
"10:06:13.080 PM, Apr 22, 2015",94.9,0.5,7309623296,5109369976
"10:06:14.080 PM, Apr 22, 2015",94.7,0.4,7331643392,4690051736
"10:06:15.080 PM, Apr 22, 2015",96.4,0,7331643392,6384758352
"10:06:16.081 PM, Apr 22, 2015",75.7,0.5,7313293312,5916827632
"10:06:17.081 PM, Apr 22, 2015",95,2,7333740544,5652166792
"10:06:18.081 PM, Apr 22, 2015",95,2.1,7333740544,5185734480
"10:06:19.081 PM, Apr 22, 2015",100,0.4,7321681920,4765009216
"10:06:20.081 PM, Apr 22, 2015",91.3,0.3,7333740544,4112963240
"10:06:21.081 PM, Apr 22, 2015",78.6,0,7333740544,5616317880
"10:06:22.081 PM, Apr 22, 2015",94.5,1.8,7333740544,5504380528
"10:06:23.081 PM, Apr 22, 2015",95.7,2.2,7333740544,5132139864
"10:06:24.081 PM, Apr 22, 2015",94.4,0.5,7311720448,4961022584
"10:06:25.082 PM, Apr 22, 2015",93.6,0.6,7333740544,4414805808
"10:06:26.082 PM, Apr 22, 2015",92.1,0,7333740544,6002453672
"10:06:27.082 PM, Apr 22, 2015",82.1,1.5,7333740544,5450319416
"10:06:28.082 PM, Apr 22, 2015",32.5,10.7,7490502656,891528640
"10:06:31.085 PM, Apr 22, 2015",0,0,7490502656,891528640
"10:06:31.086 PM, Apr 22, 2015",0,0,7490502656,891528640
"10:06:31.087 PM, Apr 22, 2015",0,0,7490502656,891528640
"10:06:32.082 PM, Apr 22, 2015",94.8,0,7480541184,903051888
"10:06:33.082 PM, Apr 22, 2015",96.4,0,7477919744,891733504
"10:06:34.082 PM, Apr 22, 2015",97,0,7477919744,2872298264
"10:06:35.083 PM, Apr 22, 2015",76.2,0.7,7498366976,2391251992
"10:06:36.083 PM, Apr 22, 2015",98.6,2.1,7498366976,1978064984
"10:06:37.083 PM, Apr 22, 2015",94,0.3,7490502656,1854162912
"10:06:38.083 PM, Apr 22, 2015",95.8,0,7498366976,1599923080
"10:06:39.083 PM, Apr 22, 2015",96,0,7498366976,3450626768
"10:06:40.084 PM, Apr 22, 2015",71.8,0.1,7478444032,2605902824
"10:06:41.086 PM, Apr 22, 2015",95.7,1.8,7498366976,2569297824
"10:06:42.085 PM, Apr 22, 2015",95.1,1.9,7498366976,2282631680
"10:06:43.085 PM, Apr 22, 2015",94.4,0.1,7476871168,2306797240
"10:06:44.086 PM, Apr 22, 2015",95.9,0.1,7497842688,1721994184
"10:06:45.086 PM, Apr 22, 2015",81.9,2.2,7498366976,1367237840
"10:06:46.086 PM, Apr 22, 2015",93.1,0,7498366976,3294801952
"10:06:47.086 PM, Apr 22, 2015",95.2,2,7498366976,2916703240
"10:06:48.086 PM, Apr 22, 2015",95.6,0.1,7473201152,2874982744
"10:06:49.086 PM, Apr 22, 2015",95.8,0.1,7498366976,2311112160
"10:06:50.095 PM, Apr 22, 2015",83.1,1.2,7498366976,1541946776
"10:06:51.095 PM, Apr 22, 2015",95.3,1.7,7492599808,1532050240
"10:06:52.096 PM, Apr 22, 2015",96.9,0,7492599808,3850842904
"10:06:53.096 PM, Apr 22, 2015",96.5,0.2,7475822592,3818769376
"10:06:54.096 PM, Apr 22, 2015",100,0.1,7495221248,3238534272
"10:06:55.096 PM, Apr 22, 2015",78.5,0.1,7476871168,2705282688
"10:06:56.096 PM, Apr 22, 2015",96.2,1.7,7498366976,2690324288
"10:06:57.096 PM, Apr 22, 2015",95.9,1.9,7498366976,2255976376
"10:06:58.096 PM, Apr 22, 2015",95.5,0.1,7486832640,2135790648
"10:06:59.096 PM, Apr 22, 2015",97.2,0,7486832640,4084158048
"10:07:00.096 PM, Apr 22, 2015",77.1,0.1,7498366976,3327253232
"10:07:01.097 PM, Apr 22, 2015",94.9,1.9,7498366976,3177699544
"10:07:02.097 PM, Apr 22, 2015",95.8,2.1,7498366976,2770554264
"10:07:03.097 PM, Apr 22, 2015",94.8,0.1,7484735488,2714199912
"10:07:04.097 PM, Apr 22, 2015",94.9,0.1,7498366976,2238105216
"10:07:05.097 PM, Apr 22, 2015",74.4,0,7498366976,3887941328
"10:07:06.097 PM, Apr 22, 2015",95,1.6,7498366976,3809450352
"10:07:07.097 PM, Apr 22, 2015",95,2.2,7498366976,3384524760
"10:07:08.097 PM, Apr 22, 2015",95.5,0.2,7470579712,3298829328
"10:07:09.097 PM, Apr 22, 2015",100,0.2,7498366976,2738322248
"10:07:10.098 PM, Apr 22, 2015",83.4,0,7498366976,4266063224
"10:07:11.098 PM, Apr 22, 2015",85.4,1.1,7498366976,3985215072
"10:07:12.098 PM, Apr 22, 2015",95.5,2.4,7498366976,3609174472
"10:07:13.098 PM, Apr 22, 2015",95.2,0.3,7482114048,3637590632
"10:07:14.098 PM, Apr 22, 2015",94.7,0.2,7498366976,3377451392
"10:07:15.098 PM, Apr 22, 2015",94.4,0.2,7477919744,2660890480
"10:07:16.098 PM, Apr 22, 2015",78.5,1.8,7498366976,2334053552
"10:07:17.098 PM, Apr 22, 2015",97.7,0,7498366976,4521024072
"10:07:18.098 PM, Apr 22, 2015",93.2,2,7498366976,4124070032
"10:07:19.099 PM, Apr 22, 2015",94.2,0.2,7476346880,3892178296
"10:07:20.099 PM, Apr 22, 2015",97.6,0.2,7497318400,3069054000
"10:07:21.099 PM, Apr 22, 2015",74.2,1.3,7498366976,2465791408
"10:07:22.099 PM, Apr 22, 2015",98.3,0,7498366976,4664294960
"10:07:23.099 PM, Apr 22, 2015",94.4,2,7495745536,4254789544
"10:07:24.099 PM, Apr 22, 2015",95.7,0.2,7471628288,4083920928
"10:07:25.099 PM, Apr 22, 2015",94.9,0.4,7498366976,3513588344
"10:07:26.099 PM, Apr 22, 2015",81,1,7498366976,2589332560
"10:07:27.099 PM, Apr 22, 2015",93.5,0,7498366976,4980660152
"10:07:28.099 PM, Apr 22, 2015",95.9,2,7498366976,4671228728
"10:07:29.100 PM, Apr 22, 2015",95.5,0.4,7484735488,4660658328
"10:07:30.100 PM, Apr 22, 2015",96,0.2,7493648384,4240331864
"10:07:31.100 PM, Apr 22, 2015",82,0.2,7478444032,3195614912
"10:07:32.100 PM, Apr 22, 2015",90.9,1.9,7498366976,3160530536
"10:07:33.100 PM, Apr 22, 2015",100,2.1,7498366976,2819751104
"10:07:34.100 PM, Apr 22, 2015",97.4,0,7498366976,5187222320
"10:07:35.100 PM, Apr 22, 2015",95.8,0.3,7488405504,4815665432
"10:07:36.100 PM, Apr 22, 2015",91.7,0.2,7498366976,3981686640
"10:07:37.100 PM, Apr 22, 2015",84.8,1.3,7498366976,3782546752
"10:07:38.101 PM, Apr 22, 2015",95.8,2,7498366976,3500055816
"10:07:39.101 PM, Apr 22, 2015",96.4,0.3,7473201152,3512681640
"10:07:40.101 PM, Apr 22, 2015",93.9,0.4,7498366976,3143698936
"10:07:41.101 PM, Apr 22, 2015",96.1,0,7498366976,4835682224
"10:07:42.101 PM, Apr 22, 2015",78.7,1.4,7498366976,4151264248
"10:07:43.101 PM, Apr 22, 2015",93.3,2,7496269824,3768799504
"10:07:44.101 PM, Apr 22, 2015",94.4,0.4,7481065472,3690296224
"10:07:45.101 PM, Apr 22, 2015",93.8,0.5,7498366976,3367896248
"10:07:46.101 PM, Apr 22, 2015",96.6,0,7498366976,5157542416
"10:07:47.102 PM, Apr 22, 2015",82.2,0.3,7479492608,4694091608
"10:07:48.102 PM, Apr 22, 2015",95.1,2.1,7498366976,4523410248
"10:07:49.102 PM, Apr 22, 2015",100,2.2,7498366976,4003731608
"10:07:50.102 PM, Apr 22, 2015",94.3,0.3,7477395456,3815541576
"10:07:51.102 PM, Apr 22, 2015",96,0,7477395456,5758325616
"10:07:52.102 PM, Apr 22, 2015",70.7,0.3,7497318400,4640801584
"10:07:53.102 PM, Apr 22, 2015",95,1.8,7498366976,4505922880
"10:07:54.102 PM, Apr 22, 2015",95.7,2.1,7498366976,4043375208
"10:07:55.102 PM, Apr 22, 2015",94,0.3,7474249728,3862634216
"10:07:56.103 PM, Apr 22, 2015",95.9,0.3,7498366976,3465269760
"10:07:57.103 PM, Apr 22, 2015",92.9,0,7498366976,5090786936
"10:07:58.103 PM, Apr 22, 2015",79.3,1.4,7498366976,4675036976
"10:07:59.103 PM, Apr 22, 2015",98,2.2,7492599808,4231011592
"10:08:00.103 PM, Apr 22, 2015",95.2,0.5,7475298304,4082088704
"10:08:01.103 PM, Apr 22, 2015",95,0.4,7497318400,3782493216
"10:08:02.103 PM, Apr 22, 2015",96.9,0,7497318400,5588113712
"10:08:03.103 PM, Apr 22, 2015",81.4,0.5,7470055424,5038743600
"10:08:04.103 PM, Apr 22, 2015",94.9,1.9,7498366976,4860439544
"10:08:05.103 PM, Apr 22, 2015",93.5,1.5,7498366976,4607827008
"10:08:06.104 PM, Apr 22, 2015",96.6,0.4,7480016896,4453254736
"10:08:07.111 PM, Apr 22, 2015",96.7,0.3,7498366976,3788221600
"10:08:08.112 PM, Apr 22, 2015",79.4,0,7498366976,5792151616
"10:08:09.112 PM, Apr 22, 2015",95.6,2,7498366976,5600323648
"10:08:10.112 PM, Apr 22, 2015",95.7,2.1,7498366976,5183122296
"10:08:11.112 PM, Apr 22, 2015",96.5,0.4,7483686912,5072038768
"10:08:12.112 PM, Apr 22, 2015",96.7,0.4,7498366976,4487801744
"10:08:13.112 PM, Apr 22, 2015",84.3,1.4,7498366976,4253622400
"10:08:14.112 PM, Apr 22, 2015",97.2,0,7498366976,6266001368
"10:08:15.112 PM, Apr 22, 2015",99.8,2.3,7498366976,5756770912
"10:08:16.112 PM, Apr 22, 2015",95.7,0.4,7472676864,5647262008
"10:08:17.112 PM, Apr 22, 2015",95.9,0.4,7498366976,5129118032
"10:08:18.113 PM, Apr 22, 2015",84.9,1.2,7498366976,4207525376
"10:08:19.113 PM, Apr 22, 2015",94.5,1.8,7498366976,4274132112
"10:08:20.113 PM, Apr 22, 2015",93.7,0,7498366976,6371780976
"10:08:21.113 PM, Apr 22, 2015",95.1,0.5,7482638336,6229913192
"10:08:22.113 PM, Apr 22, 2015",95.6,0.5,7498366976,5760193192
"10:08:23.113 PM, Apr 22, 2015",89.1,0.4,7479492608,4803439248
"10:08:24.113 PM, Apr 22, 2015",84.2,2,7498366976,4443173744
"10:08:25.113 PM, Apr 22, 2015",98.5,2.1,7498366976,4436042208
"10:08:26.114 PM, Apr 22, 2015",91.8,0,7498366976,6461073840
"10:08:27.114 PM, Apr 22, 2015",100,0.5,7476346880,6138982672
"10:08:28.114 PM, Apr 22, 2015",96.6,0.4,7498366976,5417614360
"10:08:29.115 PM, Apr 22, 2015",80,1.7,7498366976,4803486216
"10:08:30.116 PM, Apr 22, 2015",37.5,9.9,7665614848,902390176
"10:08:33.503 PM, Apr 22, 2015",0,0,7665614848,902390176
"10:08:33.505 PM, Apr 22, 2015",94.8,0,7665614848,1212223400
"10:08:33.615 PM, Apr 22, 2015",0,0,7665614848,1212223400
"10:08:34.116 PM, Apr 22, 2015",96.5,0,7665614848,2474240344
"10:08:35.116 PM, Apr 22, 2015",94.7,0,7640449024,2437817208
"10:08:36.117 PM, Apr 22, 2015",95,0,7665614848,1922896616
"10:08:37.117 PM, Apr 22, 2015",70.8,0,7665614848,3274418856
"10:08:38.117 PM, Apr 22, 2015",100,1.1,7665614848,3146465424
"10:08:39.118 PM, Apr 22, 2015",94.8,1.9,7665614848,2919846160
"10:08:40.118 PM, Apr 22, 2015",95.8,0.3,7649361920,2820968248
"10:08:41.118 PM, Apr 22, 2015",95.3,0,7662469120,2458156032
"10:08:42.118 PM, Apr 22, 2015",87.2,0,7645167616,1574625168
"10:08:43.118 PM, Apr 22, 2015",82.3,2.2,7665614848,1216848576
"10:08:44.118 PM, Apr 22, 2015",97.1,1.9,7665614848,1217454784
"10:08:45.118 PM, Apr 22, 2015",94.2,0,7665614848,3327348192
"10:08:46.118 PM, Apr 22, 2015",96.1,0.1,7653556224,3144636856
"10:08:47.119 PM, Apr 22, 2015",92.9,0,7665614848,2429452128
"10:08:48.119 PM, Apr 22, 2015",77.4,1.6,7665614848,2067621152
"10:08:49.119 PM, Apr 22, 2015",100,2.1,7665614848,1612336912
"10:08:50.119 PM, Apr 22, 2015",95.4,0.1,7639924736,1662193296
"10:08:51.123 PM, Apr 22, 2015",95.9,0.1,7665614848,1435806216
"10:08:52.123 PM, Apr 22, 2015",95.4,0,7665614848,3174215416
"10:08:53.124 PM, Apr 22, 2015",75.1,1.1,7665614848,2603268696
"10:08:54.124 PM, Apr 22, 2015",95,2,7664041984,2311545448
"10:08:55.124 PM, Apr 22, 2015",93.3,0.2,7647264768,2218495760
"10:08:56.124 PM, Apr 22, 2015",96.4,0,7665614848,2027598312
"10:08:57.124 PM, Apr 22, 2015",97.5,0,7665614848,3870434248
"10:08:58.124 PM, Apr 22, 2015",73.8,0.1,7644643328,3243184152
"10:08:59.124 PM, Apr 22, 2015",94.9,1.9,7665614848,3153709848
"10:09:00.124 PM, Apr 22, 2015",93.9,2,7665614848,2754485656
"10:09:01.125 PM, Apr 22, 2015",95.2,0.1,7643594752,2624530408
"10:09:02.125 PM, Apr 22, 2015",90.8,0.1,7664566272,1916356024
"10:09:03.125 PM, Apr 22, 2015",75.7,0,7664566272,3325713816
"10:09:04.125 PM, Apr 22, 2015",99.1,1.5,7665614848,3280224600
"10:09:05.125 PM, Apr 22, 2015",93,2,7664041984,2920283264
"10:09:06.125 PM, Apr 22, 2015",95.9,0.2,7638876160,2935906528
"10:09:07.125 PM, Apr 22, 2015",95.8,0.1,7665614848,2560192928
"10:09:08.125 PM, Apr 22, 2015",91.4,0,7665614848,4153097520
"10:09:09.125 PM, Apr 22, 2015",83.8,1,7665614848,3893362616
"10:09:10.125 PM, Apr 22, 2015",95.6,1.9,7665614848,3596993952
"10:09:11.126 PM, Apr 22, 2015",99,0.3,7653556224,3366069008
"10:09:12.126 PM, Apr 22, 2015",96.4,0.1,7659847680,3073326552
"10:09:13.126 PM, Apr 22, 2015",95.9,0.1,7645691904,2301983632
"10:09:14.126 PM, Apr 22, 2015",78.1,1.6,7665614848,2189824704
"10:09:15.126 PM, Apr 22, 2015",99.9,0,7665614848,4405354728
"10:09:16.126 PM, Apr 22, 2015",95.8,2.1,7665614848,4022341088
"10:09:17.126 PM, Apr 22, 2015",96.4,0.2,7654604800,3807349976
"10:09:18.126 PM, Apr 22, 2015",96.7,0.2,7665614848,3067604656
"10:09:19.126 PM, Apr 22, 2015",81.4,1.5,7665614848,2592832232
"10:09:20.127 PM, Apr 22, 2015",94.9,2,7665614848,2351890448
"10:09:21.140 PM, Apr 22, 2015",93.4,0.4,7640449024,2376087776
"10:09:22.140 PM, Apr 22, 2015",100,0,7640449024,4643673632
"10:09:23.140 PM, Apr 22, 2015",95.7,0.2,7665614848,3997322320
"10:09:24.140 PM, Apr 22, 2015",77.8,1.3,7665614848,3434761464
"10:09:25.141 PM, Apr 22, 2015",95.5,2,7663517696,3226177688
"10:09:26.141 PM, Apr 22, 2015",96,0.5,7648837632,3191258184
"10:09:27.141 PM, Apr 22, 2015",96.6,0.2,7665614848,2957812376
"10:09:28.141 PM, Apr 22, 2015",96.8,0,7665614848,4817065792
"10:09:29.141 PM, Apr 22, 2015",79.2,0.2,7645691904,4451667696
"10:09:30.141 PM, Apr 22, 2015",100,1.9,7665614848,4235530648
"10:09:31.141 PM, Apr 22, 2015",93.6,2,7665614848,3955822296
"10:09:32.141 PM, Apr 22, 2015",97,0.3,7644643328,3743049752
"10:09:33.141 PM, Apr 22, 2015",94.4,0.3,7664041984,3072878296
"10:09:34.142 PM, Apr 22, 2015",75,0,7664041984,4871003816
"10:09:35.142 PM, Apr 22, 2015",95.5,1.8,7665614848,4666360520
"10:09:36.142 PM, Apr 22, 2015",96,2,7665614848,4333329992
"10:09:37.142 PM, Apr 22, 2015",95.2,0.4,7640973312,4178807776
"10:09:38.142 PM, Apr 22, 2015",94.9,0.3,7665614848,3601400512
"10:09:39.142 PM, Apr 22, 2015",78.8,0,7665614848,5166783528
"10:09:40.142 PM, Apr 22, 2015",99.1,1.6,7665614848,4807537336
"10:09:41.142 PM, Apr 22, 2015",96,2.2,7659323392,4330014168
"10:09:42.142 PM, Apr 22, 2015",95.6,0.4,7641497600,4174954904
"10:09:43.145 PM, Apr 22, 2015",94.6,0.3,7663517696,3760084312
"10:09:44.146 PM, Apr 22, 2015",96.4,0,7663517696,5389941336
"10:09:45.146 PM, Apr 22, 2015",70.6,0.4,7645167616,4559256760
"10:09:46.146 PM, Apr 22, 2015",94.8,1.9,7665614848,4274105472
"10:09:47.146 PM, Apr 22, 2015",100,2.4,7665614848,3611506752
"10:09:48.146 PM, Apr 22, 2015",95.8,0.5,7654604800,3383800584
"10:09:49.147 PM, Apr 22, 2015",97.2,0,7654604800,5379199112
"10:09:50.147 PM, Apr 22, 2015",81.2,0.3,7665614848,4332946560
"10:09:51.147 PM, Apr 22, 2015",95.2,1.8,7665614848,4185001112
"10:09:52.147 PM, Apr 22, 2015",95.1,2.3,7665614848,3670781464
"10:09:53.151 PM, Apr 22, 2015",96.6,0.3,7639924736,3540078736
"10:09:54.152 PM, Apr 22, 2015",97.1,0,7639924736,5680311960
"10:09:55.152 PM, Apr 22, 2015",96.8,0.3,7665614848,4876767296
"10:09:56.152 PM, Apr 22, 2015",77.6,1.6,7665614848,4220904552
"10:09:57.152 PM, Apr 22, 2015",93.5,2.1,7657750528,3797194240
"10:09:58.152 PM, Apr 22, 2015",96.8,0.4,7648837632,3667167360
"10:09:59.152 PM, Apr 22, 2015",95.2,0.4,7646216192,3482605776
"10:10:00.152 PM, Apr 22, 2015",97.9,0,7646216192,5265697520
"10:10:01.152 PM, Apr 22, 2015",80.8,0.4,7647789056,4465700200
"10:10:02.153 PM, Apr 22, 2015",96.4,2,7665614848,4350412632
"10:10:03.153 PM, Apr 22, 2015",95.3,2.2,7665614848,3885665392
"10:10:04.153 PM, Apr 22, 2015",96.3,0.3,7643594752,3658266152
"10:10:05.153 PM, Apr 22, 2015",97.2,0,7643594752,5707276120
"10:10:06.153 PM, Apr 22, 2015",82.1,0.3,7664566272,4634886032
"10:10:07.153 PM, Apr 22, 2015",90.7,2.5,7665614848,4110515440
"10:10:08.153 PM, Apr 22, 2015",94.2,2.1,7665614848,3802147408
"10:10:09.153 PM, Apr 22, 2015",99.1,0,7665614848,6075322912
"10:10:10.153 PM, Apr 22, 2015",94,0.3,7639924736,5762555344
"10:10:11.154 PM, Apr 22, 2015",96.5,0.5,7665614848,5030973672
"10:10:12.154 PM, Apr 22, 2015",74.8,1.5,7665614848,4185444160
"10:10:13.154 PM, Apr 22, 2015",95,2.1,7659323392,3963574176
"10:10:14.154 PM, Apr 22, 2015",98.1,0,7659323392,6360720632
"10:10:15.154 PM, Apr 22, 2015",96.4,0.4,7641497600,6250794592
